RptDt;TckrSymb;UpdActn;IntrstRateTermTrad;TradQty;NtryTm;TradId;TradgSsnId;TradDt;Mkt
2021-04-22;VVAR3;0;0,150;500;103339267;28752934;1;2021-04-22;91
2021-04-22;EVEN3;0;1,210;300;103339407;28752933;1;2021-04-22;91
2021-04-22;EZTC3;0;0,230;200;103339517;28752932;1;2021-04-22;91
2021-04-22;ITUB4;0;0,030;1400;103339642;28752931;1;2021-04-22;91
2021-04-22;LUPA3;0;16,330;700;103339767;28752930;1;2021-04-22;91
2021-04-22;IRBR3;0;3,200;600;103339892;28752929;1;2021-04-22;91
2021-04-22;PETR4;0;0,060;1600;103340001;28752928;1;2021-04-22;91
2021-04-22;MRVE3;0;0,340;700;103340126;28752927;1;2021-04-22;91
2021-04-22;ALSO3;0;1,730;700;103340251;28752926;1;2021-04-22;91
2021-04-22;TRIS3;0;1,520;1000;103340345;28752924;1;2021-04-22;91
2021-04-22;AALR3;0;2,460;900;103340470;28752923;1;2021-04-22;91
2021-04-22;LREN3;0;0,320;700;103340579;28752920;1;2021-04-22;91
2021-04-22;BBSE3;0;0,310;700;103340782;28752918;1;2021-04-22;91
2021-04-22;ECOR3;0;0,320;1300;103340829;28752915;1;2021-04-22;91
