RptDt;TckrSymb;UpdActn;IntrstRateTermTrad;TradQty;NtryTm;TradId;TradgSsnId;TradDt;Mkt
2021-04-27;BIDI4;0;4,120;100;092543312;28796625;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;900;092543328;28796610;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092543328;28796624;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;195;092543343;28796605;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;600;092543343;28796612;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;446;092543359;28796608;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;500;092543374;28796609;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092543390;28796627;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092543437;28796614;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092543453;28796623;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092543843;28796620;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092543859;28796621;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092543875;28796600;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;800;092543875;28796606;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;224;092543890;28796613;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092543906;28796619;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;61;092543921;28796630;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;300;092543953;28796603;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092544046;28796618;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092544093;28796617;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;488;092544125;28796604;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092544140;28796632;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;200;092544171;28796607;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092544234;28796622;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092544296;28796626;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092545953;28796631;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092545968;28796634;1;2021-04-27;91
2021-04-27;RPMG3;0;2,870;2600;092547656;28796597;1;2021-04-27;91
2021-04-27;TAEE4;0;3,200;200;092553235;28796633;1;2021-04-27;91
2021-04-27;PSSA3;0;0,550;500;092554313;28796629;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;100;092554328;28796628;1;2021-04-27;91
2021-04-27;BBAS3;0;0,240;600;092554360;28796602;1;2021-04-27;91
2021-04-27;EQTL3;0;0,120;2400;092554579;28796635;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;574;092554594;28796611;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;1000;092558548;28796599;1;2021-04-27;91
2021-04-27;TAEE11;0;3,920;1221;092603907;28796639;1;2021-04-27;91
2021-04-27;BBDC3;0;0,050;44150;092612799;28796591;1;2021-04-27;91
2021-04-27;BPAN4;0;2,070;300;092701443;28796640;1;2021-04-27;92
2021-04-27;SANB11;0;0,150;400;092721101;28796572;1;2021-04-27;92
2021-04-27;GGBR4;0;0,480;1000;092743103;28796641;1;2021-04-27;92
2021-04-27;GGBR4;0;0,480;250;092743118;28796642;1;2021-04-27;92
2021-04-27;GGBR4;0;0,480;250;092753682;28796643;1;2021-04-27;92
2021-04-27;YDUQ3;0;5,350;200000;092755996;28796594;1;2021-04-27;91
2021-04-27;POSI3;0;9,070;2500;092815200;28796644;1;2021-04-27;92
2021-04-27;BRKM5;0;0,990;200;092920799;28796646;1;2021-04-27;92
2021-04-27;BBDC4;0;1,120;180;092939332;28796650;1;2021-04-27;91
2021-04-27;EZTC3;0;0,200;909;092950833;28796577;1;2021-04-27;91
2021-04-27;EZTC3;0;0,200;383;092951083;28796576;1;2021-04-27;91
2021-04-27;TAEE11;0;3,920;36600;093023976;28796645;1;2021-04-27;91
2021-04-27;COGN3;0;0,730;200;093024507;28796593;1;2021-04-27;91
2021-04-27;BRKM5;0;0,820;600;093222611;28796654;1;2021-04-27;91
2021-04-27;BRKM5;0;0,820;100;093222642;28796652;1;2021-04-27;91
2021-04-27;BBDC4;0;1,120;25100;093227033;28796653;1;2021-04-27;91
2021-04-27;IGTA3;0;0,500;100;093232612;28796656;1;2021-04-27;91
2021-04-27;USIM5;0;0,500;800;093235190;28796657;1;2021-04-27;91
2021-04-27;RPMG3;0;2,870;5000;093243894;28796651;1;2021-04-27;91
2021-04-27;BRKM5;0;0,820;100;093248597;28796655;1;2021-04-27;91
2021-04-27;CPLE6;0;29,070;1171;093256504;28796658;1;2021-04-27;91
2021-04-27;BIYW39;0;12,000;1980;093256582;28796666;1;2021-04-27;91
2021-04-27;CPLE6;0;29,070;599;093256598;28796681;1;2021-04-27;91
2021-04-27;GOLD11;0;5,980;5800;093256645;28796672;1;2021-04-27;91
2021-04-27;CPLE6;0;29,070;13;093256676;28796680;1;2021-04-27;91
2021-04-27;VIVR3;0;8,410;3000;093256707;28796693;1;2021-04-27;91
2021-04-27;OIBR3;0;1,060;200000;093256738;28796685;1;2021-04-27;91
2021-04-27;ALPK3;0;5,110;1000;093256770;28796661;1;2021-04-27;91
2021-04-27;VIVT3;0;1,010;700;093256785;28796678;1;2021-04-27;91
2021-04-27;BBAS3;0;0,240;6800;093257926;28796665;1;2021-04-27;91
2021-04-27;HGTX3;0;1,910;2400;093257942;28796674;1;2021-04-27;91
2021-04-27;ARZZ3;0;2,150;4;093300301;28796668;1;2021-04-27;91
2021-04-27;EMBR3;0;14,620;800;093300317;28796675;1;2021-04-27;91
2021-04-27;USIM5;0;0,340;46163;093301317;28796696;1;2021-04-27;91
2021-04-27;M1RN34;0;5,870;3;093301333;28796689;1;2021-04-27;91
2021-04-27;BBAS3;0;0,240;23200;093301348;28796662;1;2021-04-27;91
2021-04-27;AZUL4;0;1,890;500;093301364;28796659;1;2021-04-27;91
2021-04-27;A1LB34;0;10,000;5;093456140;28796700;1;2021-04-27;91
2021-04-27;SOMA3;0;0,820;72;093500687;28796702;1;2021-04-27;91
2021-04-27;SOMA3;0;0,820;195;093501218;28796703;1;2021-04-27;91
2021-04-27;SOMA3;0;0,820;100;093501609;28796704;1;2021-04-27;91
2021-04-27;SOMA3;0;0,820;33;093503234;28796707;1;2021-04-27;91
2021-04-27;BBDC4;0;1,000;10000;093508578;28796706;1;2021-04-27;91
2021-04-27;ENBR3;0;0,100;1300;093508609;28796705;1;2021-04-27;91
2021-04-27;SHOW3;0;6,540;1000;093544159;28796710;1;2021-04-27;91
2021-04-27;PNVL3;0;0,200;780;093736043;28796694;1;2021-04-27;91
2021-04-27;BBDC3;0;0,170;3000;093736059;28796676;1;2021-04-27;91
2021-04-27;LAME4;0;0,270;100;093736090;28796687;1;2021-04-27;91
2021-04-27;TGMA3;0;2,520;900;093736121;28796688;1;2021-04-27;91
2021-04-27;TGMA3;0;2,520;1000;093736215;28796695;1;2021-04-27;91
2021-04-27;TGMA3;0;2,520;100;093737356;28796691;1;2021-04-27;91
2021-04-27;ABEV3;0;0,100;244;093737371;28796660;1;2021-04-27;91
2021-04-27;ITUB3;0;1,200;142;093737387;28796684;1;2021-04-27;91
2021-04-27;GUAR3;0;1,430;146;093737418;28796686;1;2021-04-27;91
2021-04-27;ITUB4;0;0,060;2200;093737434;28796683;1;2021-04-27;91
2021-04-27;BBDC4;0;1,120;300;093737590;28796669;1;2021-04-27;91
2021-04-27;LAME3;0;0,500;100;093737715;28796663;1;2021-04-27;91
2021-04-27;UNIP6;0;1,110;100;093737746;28796697;1;2021-04-27;91
2021-04-27;ARZZ3;0;2,150;596;093737793;28796664;1;2021-04-27;91
2021-04-27;NTCO3;0;0,090;600;093737856;28796682;1;2021-04-27;91
2021-04-27;HGTX3;0;1,910;100;093741325;28796690;1;2021-04-27;91
2021-04-27;STBP3;0;4,670;300;093741325;28796673;1;2021-04-27;91
2021-04-27;GGBR4;0;0,420;4435;093741340;28796679;1;2021-04-27;91
2021-04-27;LAME4;0;0,270;64276;093820594;28796677;1;2021-04-27;91
2021-04-27;MGLU3;0;0,160;6000;093821406;28796692;1;2021-04-27;91
2021-04-27;PRIO3;0;2,400;200;093821406;28796671;1;2021-04-27;91
2021-04-27;BBDC4;0;1,120;3426;093833470;28796670;1;2021-04-27;91
2021-04-27;EMBR3;0;14,620;100;093833470;28796667;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;320;093932881;28796711;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;669;093932896;28796712;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;30;093932943;28796713;1;2021-04-27;91
2021-04-27;PETR4;0;0,040;400;093936475;28796714;1;2021-04-27;92
2021-04-27;LREN3;0;0,460;1700;093937256;28796592;1;2021-04-27;91
2021-04-27;LREN3;0;0,460;1600;093937319;28796590;1;2021-04-27;91
2021-04-27;LREN3;0;0,460;809;093937506;28796589;1;2021-04-27;91
2021-04-27;LREN3;0;0,460;1300;093937537;28796588;1;2021-04-27;91
2021-04-27;LREN3;0;0,460;6600;093937615;28796587;1;2021-04-27;91
2021-04-27;COGN3;0;0,780;270;093950913;28796715;1;2021-04-27;92
2021-04-27;VVAR3;0;0,160;1;094011243;28796716;1;2021-04-27;92
2021-04-27;WEGE3;0;0,160;186;094040746;28796717;1;2021-04-27;92
2021-04-27;ATOM3;0;49,770;600;094306993;28796718;1;2021-04-27;91
2021-04-27;SANB11;0;2,490;1115;094342527;28796719;1;2021-04-27;91
2021-04-27;TRXF11;0;5,000;30;094636306;28796720;1;2021-04-27;91
2021-04-27;LWSA3;0;0,100;300;094850318;28796722;1;2021-04-27;91
2021-04-27;PTBL3;0;5,570;100;094906976;28796723;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;2;094917758;28796729;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;11;094917961;28796725;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;2;094917992;28796728;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;1;094918023;28796726;1;2021-04-27;91
2021-04-27;AZUL4;0;1,890;20;094918055;28796727;1;2021-04-27;91
2021-04-27;SANB11;0;2,490;200;094920633;28796724;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;6;094920805;28796733;1;2021-04-27;91
2021-04-27;KLBN4;0;3,730;10;094920836;28796732;1;2021-04-27;91
2021-04-27;STBP3;0;4,670;1;094920992;28796731;1;2021-04-27;91
2021-04-27;SHOW3;0;6,460;1;094921024;28796734;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;4;094921071;28796730;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;8;094921852;28796745;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;12;094921867;28796740;1;2021-04-27;91
2021-04-27;CPTS11;0;3,940;4;094921899;28796739;1;2021-04-27;91
2021-04-27;RBRR11;0;8,520;2;094922008;28796741;1;2021-04-27;91
2021-04-27;SAPR4;0;5,940;200;094922039;28796735;1;2021-04-27;91
2021-04-27;CPTS11;0;3,940;3;094922071;28796738;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;13;094922086;28796737;1;2021-04-27;91
2021-04-27;BBAS3;0;0,240;20;094922117;28796736;1;2021-04-27;91
2021-04-27;WHRL3;0;5,000;50;094922868;28796747;1;2021-04-27;91
2021-04-27;ETER3;0;6,290;73;094922914;28796748;1;2021-04-27;91
2021-04-27;NGRD3;0;17,000;47;094922914;28796750;1;2021-04-27;91
2021-04-27;POSI3;0;9,060;899;094922946;28796755;1;2021-04-27;91
2021-04-27;POSI3;0;9,060;1;094923024;28796746;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;49;094923039;28796743;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;97;094923071;28796749;1;2021-04-27;91
2021-04-27;ABEV3;0;0,100;1;094923102;28796742;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;18;094923118;28796744;1;2021-04-27;91
2021-04-27;HGRU11;0;5,000;29;094923883;28796762;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;267;094923915;28796759;1;2021-04-27;91
2021-04-27;AMAR3;0;9,240;200;094923946;28796765;1;2021-04-27;91
2021-04-27;MRVE3;0;0,350;25;094924024;28796752;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;14;094924055;28796756;1;2021-04-27;91
2021-04-27;LWSA3;0;0,100;1;094924086;28796751;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;3;094924102;28796754;1;2021-04-27;91
2021-04-27;TCNO4;0;5,000;99;094924149;28796753;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;59;094924915;28796773;1;2021-04-27;91
2021-04-27;CSNA3;0;0,080;100;094924930;28796769;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;20;094924961;28796772;1;2021-04-27;91
2021-04-27;VALE3;0;0,030;44;094925086;28796757;1;2021-04-27;91
2021-04-27;POSI3;0;9,060;5;094925102;28796760;1;2021-04-27;91
2021-04-27;POSI3;0;9,060;520;094925133;28796761;1;2021-04-27;91
2021-04-27;GMAT3;0;0,530;99;094925227;28796763;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;80;094925946;28796778;1;2021-04-27;91
2021-04-27;SHOW3;0;6,460;300;094925977;28796779;1;2021-04-27;91
2021-04-27;HGRU11;0;5,000;1;094926118;28796766;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;5;094926149;28796768;1;2021-04-27;91
2021-04-27;PETZ3;0;1,120;4;094926165;28796764;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;51;094926196;28796767;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;100;094926227;28796771;1;2021-04-27;91
2021-04-27;AESB3;0;3,110;200;094926352;28796758;1;2021-04-27;91
2021-04-27;USIM3;0;6,340;10;094926977;28796783;1;2021-04-27;91
2021-04-27;REDE3;0;5,000;1;094927009;28796784;1;2021-04-27;91
2021-04-27;GGBR4;0;0,420;1;094927165;28796774;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;18;094927196;28796770;1;2021-04-27;91
2021-04-27;PETR3;0;0,070;85;094927227;28796777;1;2021-04-27;91
2021-04-27;CSNA3;0;0,080;700;094927259;28796775;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;10;094927274;28796776;1;2021-04-27;91
2021-04-27;EMBR3;0;14,620;2000;094928009;28796790;1;2021-04-27;91
2021-04-27;OIBR3;0;1,060;11;094928009;28796792;1;2021-04-27;91
2021-04-27;SQIA3;0;6,320;50;094928040;28796791;1;2021-04-27;91
2021-04-27;IVVB11;0;2,730;44;094928087;28796796;1;2021-04-27;91
2021-04-27;GUAR3;0;1,430;28;094928165;28796787;1;2021-04-27;91
2021-04-27;SANB11;0;2,490;34;094928212;28796785;1;2021-04-27;91
2021-04-27;GGBR3;0;1,640;1;094928243;28796781;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;13;094928259;28796780;1;2021-04-27;91
2021-04-27;BRDT3;0;0,130;1;094928274;28796782;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;5;094929040;28796799;1;2021-04-27;91
2021-04-27;MALL11;0;8,840;1;094929259;28796788;1;2021-04-27;91
2021-04-27;BIDI4;0;4,120;430;094929274;28796793;1;2021-04-27;91
2021-04-27;XPML11;0;3,640;3;094929290;28796789;1;2021-04-27;91
2021-04-27;IVVB11;0;2,730;3;094929321;28796786;1;2021-04-27;91
2021-04-27;IVVB11;0;2,730;1;094929368;28796794;1;2021-04-27;91
2021-04-27;VALE3;0;0,030;1;094930040;28796804;1;2021-04-27;91
2021-04-27;IVVB11;0;2,730;2;094930290;28796797;1;2021-04-27;91
2021-04-27;CMIG4;0;0,070;4;094930306;28796801;1;2021-04-27;91
2021-04-27;RENT3;0;0,350;525;094930337;28796795;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;18;094930399;28796800;1;2021-04-27;91
2021-04-27;BBAS3;0;0,240;36;094930415;28796798;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;2;094931056;28796807;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;1;094931071;28796808;1;2021-04-27;91
2021-04-27;BKBR3;0;1,540;900;094931368;28796806;1;2021-04-27;91
2021-04-27;TCSA3;0;7,720;1000;094931415;28796802;1;2021-04-27;91
2021-04-27;XPLG11;0;2,010;3;094931415;28796805;1;2021-04-27;91
2021-04-27;IVVB11;0;2,730;2;094931462;28796803;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;2;094931915;28796809;1;2021-04-27;91
2021-04-27;HGCR11;0;5,000;21;094932056;28796811;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;1;094932087;28796816;1;2021-04-27;91
2021-04-27;BCFF11;0;4,920;3;094932415;28796810;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;3;094932446;28796814;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;4;094932603;28796813;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;8;094932650;28796812;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;1;094932931;28796815;1;2021-04-27;91
2021-04-27;HGLG11;0;2,020;2;094933072;28796822;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;9;094933087;28796825;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;591;094933103;28796823;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;10;094933400;28796820;1;2021-04-27;91
2021-04-27;PRIO3;0;2,400;1;094933447;28796818;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;7;094933462;28796817;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;4;094933493;28796819;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;5;094933978;28796821;1;2021-04-27;91
2021-04-27;XPML11;0;3,640;1;094934025;28796829;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;3;094934478;28796827;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;973;094934509;28796824;1;2021-04-27;91
2021-04-27;XINA11;0;5,970;1;094934540;28796828;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;1;094934572;28796826;1;2021-04-27;91
2021-04-27;PCAR3;0;4,610;2;094934994;28796830;1;2021-04-27;91
2021-04-27;BCFF11;0;4,920;3;094935025;28796833;1;2021-04-27;91
2021-04-27;SMAL11;0;3,930;35;094935040;28796832;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;20;094935509;28796831;1;2021-04-27;91
2021-04-27;BCFF11;0;4,920;5;094936040;28796836;1;2021-04-27;91
2021-04-27;FHER3;0;7,400;108;094936072;28796835;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;1;094936087;28796834;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;3;094936103;28796838;1;2021-04-27;91
2021-04-27;CCRO3;0;3,890;10;094936119;28796837;1;2021-04-27;91
2021-04-27;ENAT3;0;3,660;2;094937056;28796839;1;2021-04-27;91
2021-04-27;HCTR11;0;5,000;2;094937072;28796840;1;2021-04-27;91
2021-04-27;TAEE11;0;3,920;237;094937103;28796841;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;2;094937119;28796842;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;1;094938056;28796844;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;3;094938072;28796843;1;2021-04-27;91
2021-04-27;LREN3;0;0,460;1000;094938088;28796845;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;1;094938119;28796847;1;2021-04-27;91
2021-04-27;PTBL3;0;5,570;1;094938166;28796846;1;2021-04-27;91
2021-04-27;BTOW3;0;1,550;15000;094938353;28796721;1;2021-04-27;91
2021-04-27;IGTA3;0;0,300;100;094939056;28796849;1;2021-04-27;91
2021-04-27;ABEV3;0;0,100;500;094939072;28796848;1;2021-04-27;91
2021-04-27;IRDM11;0;5,200;1;094939103;28796851;1;2021-04-27;91
2021-04-27;HGTX3;0;1,910;10;094939134;28796850;1;2021-04-27;91
2021-04-27;TGAR11;0;4,990;1;094939150;28796852;1;2021-04-27;91
2021-04-27;POSI3;0;9,060;1;094940088;28796855;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;10;094940119;28796853;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;9;094940135;28796856;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;3;094940260;28796858;1;2021-04-27;91
2021-04-27;MGLU3;0;0,160;1;094940932;28796854;1;2021-04-27;91
2021-04-27;MGLU3;0;0,160;1399;094940947;28796857;1;2021-04-27;91
2021-04-27;GOAU4;0;0,190;2;094941072;28796859;1;2021-04-27;91
2021-04-27;POSI3;0;9,060;100;094941119;28796860;1;2021-04-27;91
2021-04-27;ITSA3;0;0,880;13;094944135;28796861;1;2021-04-27;91
2021-04-27;ITSA3;0;0,880;1;094944135;28796863;1;2021-04-27;91
2021-04-27;HGLG11;0;2,020;1;094944244;28796862;1;2021-04-27;91
2021-04-27;BIDI11;0;1,640;8;094945104;28796866;1;2021-04-27;91
2021-04-27;IVVB11;0;2,730;3;094945151;28796864;1;2021-04-27;91
2021-04-27;ITSA3;0;0,880;1;094945166;28796865;1;2021-04-27;91
2021-04-27;PCAR3;0;4,610;17;094945260;28796867;1;2021-04-27;91
2021-04-27;PCAR3;0;4,610;583;094946151;28796872;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;10;094946166;28796869;1;2021-04-27;91
2021-04-27;ELET3;0;3,870;2;094946182;28796868;1;2021-04-27;91
2021-04-27;FIND11;0;5,000;10;094946244;28796871;1;2021-04-27;91
2021-04-27;PCAR3;0;4,610;17;094946276;28796870;1;2021-04-27;91
2021-04-27;CSNA3;0;0,080;100;094946776;28796877;1;2021-04-27;91
2021-04-27;BOVA11;0;1,010;6;094947120;28796876;1;2021-04-27;91
2021-04-27;ENBR3;0;0,270;1;094947151;28796875;1;2021-04-27;91
2021-04-27;HGLG11;0;2,020;1;094947182;28796874;1;2021-04-27;91
2021-04-27;CARD3;0;4,160;25;094947213;28796873;1;2021-04-27;91
2021-04-27;GGBR3;0;1,640;1;094947807;28796880;1;2021-04-27;91
2021-04-27;PTBL3;0;5,570;1;094947807;28796881;1;2021-04-27;91
2021-04-27;HCTR11;0;5,000;1;094948151;28796879;1;2021-04-27;91
2021-04-27;PTBL3;0;5,570;1999;094948229;28796878;1;2021-04-27;91
2021-04-27;MXRF11;0;6,000;2;094948698;28796882;1;2021-04-27;91
2021-04-27;CVCB3;0;3,160;7;094948807;28796884;1;2021-04-27;91
2021-04-27;BRAP4;0;0,070;100;094949151;28796883;1;2021-04-27;91
